,Food Index,Nutrient Index,Amount,Food
9068,58134640,309,0.68,"Tortellini, cheese-filled, meatless, with vinaigrette dressing"
9069,58134640,404,0.142,"Tortellini, cheese-filled, meatless, with vinaigrette dressing"
9070,58134650,309,1.2,"Tortellini, meat-filled, no sauce"
9071,58134650,404,0.23,"Tortellini, meat-filled, no sauce"
9072,58134660,309,0.63,"Tortellini, cheese-filled, with cream sauce"
9073,58134660,404,0.126,"Tortellini, cheese-filled, with cream sauce"
9074,58134680,309,0.78,"Tortellini, cheese-filled, no sauce"
9075,58134680,404,0.156,"Tortellini, cheese-filled, no sauce"
9076,58134710,309,0.64,"Tortellini, spinach-filled, with tomato sauce"
9077,58134710,404,0.178,"Tortellini, spinach-filled, with tomato sauce"
9078,58134720,309,0.89,"Tortellini, spinach-filled, no sauce"
9079,58134720,404,0.187,"Tortellini, spinach-filled, no sauce"
9080,58134810,309,0.77,"Cannelloni, cheese- and spinach-filled, no sauce"
9081,58134810,404,0.149,"Cannelloni, cheese- and spinach-filled, no sauce"
9082,58135110,309,0.67,Chow fun noodles with meat and vegetables
9083,58135110,404,0.198,Chow fun noodles with meat and vegetables
9084,58135120,309,0.3,"Chow fun noodles with vegetables, meatless"
9085,58135120,404,0.048,"Chow fun noodles with vegetables, meatless"
9086,58136110,309,0.58,"Lo mein, NFS"
9087,58136110,404,0.155,"Lo mein, NFS"
9088,58136120,309,0.37,"Lo mein, meatless"
9089,58136120,404,0.141,"Lo mein, meatless"
9090,58136130,309,0.48,"Lo mein, with shrimp"
9091,58136130,404,0.132,"Lo mein, with shrimp"
9092,58136140,309,0.62,"Lo mein, with pork"
9093,58136140,404,0.176,"Lo mein, with pork"
9094,58136150,309,0.91,"Lo mein, with beef"
9095,58136150,404,0.139,"Lo mein, with beef"
9096,58136160,309,0.54,"Lo mein, with chicken"
9097,58136160,404,0.134,"Lo mein, with chicken"
9098,58137210,309,0.77,"Pad Thai, NFS"
9099,58137210,404,0.059,"Pad Thai, NFS"
9100,58137220,309,0.63,"Pad Thai, meatless"
9101,58137220,404,0.075,"Pad Thai, meatless"
9102,58137230,309,0.48,Pad Thai with chicken
9103,58137230,404,0.059,Pad Thai with chicken
9104,58137240,309,0.57,Pad Thai with seafood
9105,58137240,404,0.054,Pad Thai with seafood
9106,58137250,309,1.27,Pad Thai with meat
9107,58137250,404,0.064,Pad Thai with meat
9108,58140110,309,1.55,"Spaghetti with corned beef, Puerto Rican style"
9109,58140110,404,0.175,"Spaghetti with corned beef, Puerto Rican style"
9110,58140310,309,0.55,"Macaroni with tuna, Puerto Rican style (Macarrones con atun)"
9111,58140310,404,0.134,"Macaroni with tuna, Puerto Rican style (Macarrones con atun)"
9112,58145110,309,0.82,Macaroni or noodles with cheese
9113,58145110,404,0.163,Macaroni or noodles with cheese
9114,58145113,309,0.45,"Macaroni or noodles with cheese, canned"
9115,58145113,404,0.101,"Macaroni or noodles with cheese, canned"
9116,58145114,309,0.47,"Macaroni or noodles with cheese, made from dry mix"
9117,58145114,404,0.319,"Macaroni or noodles with cheese, made from dry mix"
9118,58145115,309,0.6,"Macaroni or noodles with cheese, from boxed mix with already prepared cheese sauce"
9119,58145115,404,0.221,"Macaroni or noodles with cheese, from boxed mix with already prepared cheese sauce"
9120,58145120,309,0.54,Macaroni or noodles with cheese and tuna
9121,58145120,404,0.242,Macaroni or noodles with cheese and tuna
9122,58145130,309,2.46,Macaroni or noodles with cheese and beef
9123,58145130,404,0.213,Macaroni or noodles with cheese and beef
9124,58145140,309,0.4,Macaroni or noodles with cheese and tomato
9125,58145140,404,0.238,Macaroni or noodles with cheese and tomato
9126,58145150,309,1.16,Macaroni or noodles with cheese and pork or ham
9127,58145150,404,0.438,Macaroni or noodles with cheese and pork or ham
9128,58145160,309,0.87,Macaroni or noodles with cheese and frankfurters or hot dogs
9129,58145160,404,0.237,Macaroni or noodles with cheese and frankfurters or hot dogs
9130,58145170,309,0.65,Macaroni and cheese with egg
9131,58145170,404,0.251,Macaroni and cheese with egg
9132,58145190,309,1.05,Macaroni or noodles with cheese and chicken or turkey
9133,58145190,404,0.218,Macaroni or noodles with cheese and chicken or turkey
9134,58146100,309,0.35,"Pasta with tomato sauce, meatless"
9135,58146100,404,0.15,"Pasta with tomato sauce, meatless"
9136,58146110,309,0.96,Pasta with meat sauce
9137,58146110,404,0.166,Pasta with meat sauce
9138,58146120,309,1.3,Pasta with cheese and meat sauce
9139,58146120,404,0.102,Pasta with cheese and meat sauce
9140,58146130,309,0.93,Pasta with carbonara sauce
9141,58146130,404,0.231,Pasta with carbonara sauce
9142,58146150,309,0.44,"Pasta with cheese and tomato sauce, meatless"
9143,58146150,404,0.146,"Pasta with cheese and tomato sauce, meatless"
9144,58146160,309,0.46,"Pasta with vegetables, no sauce or dressing"
9145,58146160,404,0.199,"Pasta with vegetables, no sauce or dressing"
9146,58146200,309,0.52,"Pasta, meat-filled, with gravy, canned"
9147,58146200,404,0.166,"Pasta, meat-filled, with gravy, canned"
9148,58146300,309,1.13,"Pasta, whole wheat, with meat sauce"
9149,58146300,404,0.073,"Pasta, whole wheat, with meat sauce"
9150,58146310,309,0.5,"Pasta, whole wheat, with tomato sauce, meatless"
9151,58146310,404,0.066,"Pasta, whole wheat, with tomato sauce, meatless"
9152,58147100,309,0.99,Pasta with pesto sauce
9153,58147100,404,0.212,Pasta with pesto sauce
9154,58147110,309,0.62,Macaroni or noodles with beans or lentils and tomato sauce
9155,58147110,404,0.142,Macaroni or noodles with beans or lentils and tomato sauce
9156,58147310,309,0.46,"Macaroni, creamed"
9157,58147310,404,0.177,"Macaroni, creamed"
9158,58147330,309,0.55,"Macaroni, creamed, with cheese"
9159,58147330,404,0.187,"Macaroni, creamed, with cheese"
9160,58147340,309,0.6,"Macaroni, creamed, with cheese and tuna"
9161,58147340,404,0.154,"Macaroni, creamed, with cheese and tuna"
9162,58147350,309,0.45,"Macaroni, creamed, with vegetables"
9163,58147350,404,0.159,"Macaroni, creamed, with vegetables"
9164,58147510,309,0.38,Flavored pasta
9165,58147510,404,0.184,Flavored pasta
9166,58147520,309,0.48,"Yat Ga Mein with meat, fish, or poultry"
9167,58147520,404,0.108,"Yat Ga Mein with meat, fish, or poultry"
9168,58148110,309,0.36,Macaroni or pasta salad
9169,58148110,404,0.172,Macaroni or pasta salad
9170,58148120,309,0.48,Macaroni or pasta salad with egg
9171,58148120,404,0.148,Macaroni or pasta salad with egg
9172,58148130,309,0.43,Macaroni or pasta salad with tuna
9173,58148130,404,0.151,Macaroni or pasta salad with tuna
9174,58148140,309,0.83,Macaroni or pasta salad with crab meat
9175,58148140,404,0.152,Macaroni or pasta salad with crab meat
9176,58148150,309,0.57,Macaroni or pasta salad with shrimp
9177,58148150,404,0.151,Macaroni or pasta salad with shrimp
9178,58148160,309,0.53,Macaroni or pasta salad with tuna and egg
9179,58148160,404,0.129,Macaroni or pasta salad with tuna and egg
9180,58148170,309,0.8,Macaroni or pasta salad with chicken
9181,58148170,404,0.127,Macaroni or pasta salad with chicken
9182,58148180,309,0.68,Macaroni or pasta salad with cheese
9183,58148180,404,0.193,Macaroni or pasta salad with cheese
9184,58148550,309,0.71,Macaroni or pasta salad with meat
9185,58148550,404,0.225,Macaroni or pasta salad with meat
9186,58148600,309,0.69,"Pasta tetrazzini, dry mix, prepared with water"
9187,58148600,404,0.14,"Pasta tetrazzini, dry mix, prepared with water"
9188,58149110,309,0.73,Noodle pudding
9189,58149110,404,0.184,Noodle pudding
9190,58149160,309,0.71,"Noodle pudding, with milk"
9191,58149160,404,0.205,"Noodle pudding, with milk"
9192,58149210,309,1.26,"Somen salad with noodles, lettuce, egg, fish, and pork"
9193,58149210,404,0.187,"Somen salad with noodles, lettuce, egg, fish, and pork"
9194,58150110,309,0.77,"Rice, fried, meatless"
9195,58150110,404,0.015,"Rice, fried, meatless"
9196,58150310,309,0.8,"Rice, fried, NFS"
9197,58150310,404,0.023,"Rice, fried, NFS"
9198,58150320,309,0.8,"Rice, fried, with chicken"
9199,58150320,404,0.023,"Rice, fried, with chicken"
9200,58150330,309,1.03,"Rice, fried, with pork"
9201,58150330,404,0.165,"Rice, fried, with pork"
9202,58150340,309,1.31,"Rice, fried, with beef"
9203,58150340,404,0.029,"Rice, fried, with beef"
9204,58150510,309,0.9,"Rice, fried, with shrimp"
9205,58150510,404,0.018,"Rice, fried, with shrimp"
9206,58151100,309,0.41,"Sushi, NFS"
9207,58151100,404,0.144,"Sushi, NFS"
9208,58151110,309,0.48,"Sushi, no vegetables, no seafood (no fish or shellfish)"
9209,58151110,404,0.202,"Sushi, no vegetables, no seafood (no fish or shellfish)"
9210,58151120,309,0.45,"Sushi, with vegetables, no seafood (no fish or shellfish)"
9211,58151120,404,0.171,"Sushi, with vegetables, no seafood (no fish or shellfish)"
9212,58151130,309,0.42,"Sushi, with vegetables and seafood"
9213,58151130,404,0.149,"Sushi, with vegetables and seafood"
9214,58151140,309,0.44,"Sushi, with vegetables, rolled in seaweed"
9215,58151140,404,0.129,"Sushi, with vegetables, rolled in seaweed"
9216,58151150,309,0.42,"Sushi, with seafood, no vegetables"
9217,58151150,404,0.153,"Sushi, with seafood, no vegetables"
9218,58151160,309,0.68,"Sushi, with egg, no vegetables, no seafood (no fish or shellfish), rolled in seaweed"
9219,58151160,404,0.075,"Sushi, with egg, no vegetables, no seafood (no fish or shellfish), rolled in seaweed"
9220,58155110,309,1.06,"Rice with chicken, Puerto Rican style (Arroz con Pollo)"
9221,58155110,404,0.21,"Rice with chicken, Puerto Rican style (Arroz con Pollo)"
9222,58155210,309,1.71,"Stuffed rice with chicken, Dominican style (Arroz relleno Dominicano)"
9223,58155210,404,0.164,"Stuffed rice with chicken, Dominican style (Arroz relleno Dominicano)"
9224,58155310,309,1.68,"Paella, Valenciana style, with meat (Paella Valenciana)"
9225,58155310,404,0.202,"Paella, Valenciana style, with meat (Paella Valenciana)"
9226,58155320,309,0.87,"Seafood paella, Puerto Rican style"
9227,58155320,404,0.105,"Seafood paella, Puerto Rican style"
9228,58155410,309,0.93,"Soupy rice with chicken, Puerto Rican style (Asopao de pollo)"
9229,58155410,404,0.117,"Soupy rice with chicken, Puerto Rican style (Asopao de pollo)"
9230,58155510,309,0.62,"Soupy rice mixture with chicken and potatoes, Puerto Rican style"
9231,58155510,404,0.073,"Soupy rice mixture with chicken and potatoes, Puerto Rican style"
9232,58155610,309,1.07,"Rice meal fritter, Puerto Rican style (Almojabana)"
9233,58155610,404,0.105,"Rice meal fritter, Puerto Rican style (Almojabana)"
9234,58155810,309,0.58,"Stewed rice, Puerto Rican style (arroz guisado)"
9235,58155810,404,0.205,"Stewed rice, Puerto Rican style (arroz guisado)"
9236,58155910,309,1.04,"Rice with squid, Puerto Rican style (arroz con calamares)"
9237,58155910,404,0.162,"Rice with squid, Puerto Rican style (arroz con calamares)"
9238,58156110,309,1.19,"Fried rice, Puerto Rican style (arroz frito)"
9239,58156110,404,0.254,"Fried rice, Puerto Rican style (arroz frito)"
9240,58156210,309,0.95,"Rice with vienna sausage, Puerto Rican style (arroz con salchichas)"
9241,58156210,404,0.223,"Rice with vienna sausage, Puerto Rican style (arroz con salchichas)"
9242,58156310,309,1.37,"Rice with Spanish sausage, Puerto Rican style"
9243,58156310,404,0.338,"Rice with Spanish sausage, Puerto Rican style"
9244,58156410,309,0.66,"Rice with onions, Puerto Rican style (arroz con cebollas)"
9245,58156410,404,0.094,"Rice with onions, Puerto Rican style (arroz con cebollas)"
9246,58156510,309,0.42,Soupy rice from Puerto Rican style Asopao de Pollo (chicken parts reported separately)
9247,58156510,404,0.078,Soupy rice from Puerto Rican style Asopao de Pollo (chicken parts reported separately)
9248,58156610,309,0.49,Pigeon pea asopao (Asopao de gandules)
9249,58156610,404,0.157,Pigeon pea asopao (Asopao de gandules)
9250,58156710,309,0.45,"Rice with stewed beans, Puerto Rican style"
9251,58156710,404,0.128,"Rice with stewed beans, Puerto Rican style"
9252,58157110,309,0.19,"Spicy rice pudding, Puerto Rican style"
9253,58157110,404,0.08,"Spicy rice pudding, Puerto Rican style"
9254,58157210,309,0.63,"Rice pudding made with coconut milk, Puerto Rican style"
9255,58157210,404,0.067,"Rice pudding made with coconut milk, Puerto Rican style"
9256,58160110,309,0.91,Rice with beans
9257,58160110,404,0.131,Rice with beans
9258,58160120,309,0.72,Rice with beans and tomatoes
9259,58160120,404,0.11,Rice with beans and tomatoes
9260,58160130,309,1.08,Rice with beans and chicken
9261,58160130,404,0.1,Rice with beans and chicken
9262,58160135,309,2.43,Rice with beans and beef
9263,58160135,404,0.106,Rice with beans and beef
9264,58160140,309,1.28,Rice with beans and pork
9265,58160140,404,0.189,Rice with beans and pork
9266,58160150,309,0.48,Red beans and rice
9267,58160150,404,0.108,Red beans and rice
9268,58160160,309,0.84,Hopping John (blackeye peas and rice)
9269,58160160,404,0.169,Hopping John (blackeye peas and rice)
9270,58160200,309,0.42,"Rice with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, NS as to fat added in cooking"
9271,58160200,404,0.123,"Rice with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, NS as to fat added in cooking"
9272,58160202,309,0.43,"Rice with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat not added in cooking"
9273,58160202,404,0.127,"Rice with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat not added in cooking"
9274,58160204,309,0.42,"Rice with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat added in cooking"
9275,58160204,404,0.124,"Rice with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat added in cooking"
9276,58160205,309,0.44,"Rice with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, NS as to fat added in cooking"
9277,58160205,404,0.135,"Rice with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, NS as to fat added in cooking"
9278,58160207,309,0.45,"Rice with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, fat not added in cooking"
9279,58160207,404,0.138,"Rice with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, fat not added in cooking"
9280,58160209,309,0.44,"Rice with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, fat added in cooking"
9281,58160209,404,0.135,"Rice with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, fat added in cooking"
9282,58160220,309,0.41,"Rice with vegetables, tomato-based sauce (mixture)"
9283,58160220,404,0.109,"Rice with vegetables, tomato-based sauce (mixture)"
9284,58160290,309,0.51,"Rice with corn, NS as to fat added in cooking"
9285,58160290,404,0.14,"Rice with corn, NS as to fat added in cooking"
9286,58160292,309,0.52,"Rice with corn, fat not added in cooking"
9287,58160292,404,0.144,"Rice with corn, fat not added in cooking"
9288,58160294,309,0.51,"Rice with corn, fat added in cooking"
9289,58160294,404,0.14,"Rice with corn, fat added in cooking"
9290,58160300,309,0.52,"Rice with peas, NS as to fat added in cooking"
9291,58160300,404,0.187,"Rice with peas, NS as to fat added in cooking"
9292,58160302,309,0.66,"Rice with peas, fat not added in cooking"
9293,58160302,404,0.186,"Rice with peas, fat not added in cooking"
9294,58160304,309,0.64,"Rice with peas, fat added in cooking"
9295,58160304,404,0.181,"Rice with peas, fat added in cooking"
9296,58160310,309,0.46,"Rice with peas and carrots, NS as to fat added in cooking"
9297,58160310,404,0.173,"Rice with peas and carrots, NS as to fat added in cooking"
9298,58160312,309,0.48,"Rice with peas and carrots, fat not added in cooking"
9299,58160312,404,0.177,"Rice with peas and carrots, fat not added in cooking"
9300,58160314,309,0.46,"Rice with peas and carrots, fat added in cooking"
9301,58160314,404,0.173,"Rice with peas and carrots, fat added in cooking"
9302,58160320,309,0.36,"Rice with tomatoes, NS as to fat added in cooking"
9303,58160320,404,0.117,"Rice with tomatoes, NS as to fat added in cooking"
9304,58160322,309,0.37,"Rice with tomatoes, fat not added in cooking"
9305,58160322,404,0.12,"Rice with tomatoes, fat not added in cooking"
9306,58160324,309,0.36,"Rice with tomatoes, fat added in cooking"
9307,58160324,404,0.117,"Rice with tomatoes, fat added in cooking"
9308,58161110,309,1.02,Rice casserole with cheese
9309,58161110,404,0.135,Rice casserole with cheese
9310,58161120,309,1.27,Brown rice casserole with cheese
9311,58161120,404,0.102,Brown rice casserole with cheese
9312,58161200,309,0.76,"Rice, cooked with coconut milk (Arroz con coco)"
9313,58161200,404,0.154,"Rice, cooked with coconut milk (Arroz con coco)"
9314,58161300,309,0.38,White rice with tomato sauce
9315,58161300,404,0.112,White rice with tomato sauce
9316,58161310,309,0.49,"Rice, brown, with tomato sauce"
9317,58161310,404,0.072,"Rice, brown, with tomato sauce"
9318,58161320,309,0.94,"Rice, brown, with beans"
9319,58161320,404,0.101,"Rice, brown, with beans"
9320,58161325,309,0.75,"Rice, brown, with beans and tomatoes"
9321,58161325,404,0.088,"Rice, brown, with beans and tomatoes"
9322,58161400,309,0.53,"Rice, brown, with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, NS as to fat added in cooking"
9323,58161400,404,0.082,"Rice, brown, with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, NS as to fat added in cooking"
9324,58161402,309,0.54,"Rice, brown, with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat not added in cooking"
9325,58161402,404,0.083,"Rice, brown, with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat not added in cooking"
9326,58161404,309,0.53,"Rice, brown, with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat added in cooking"
9327,58161404,404,0.082,"Rice, brown, with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat added in cooking"
9328,58161405,309,0.55,"Rice, brown, with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, NS as to fat added in cooking"
9329,58161405,404,0.091,"Rice, brown, with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, NS as to fat added in cooking"
9330,58161407,309,0.56,"Rice, brown, with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, fat not added in cooking"
9331,58161407,404,0.093,"Rice, brown, with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, fat not added in cooking"
9332,58161409,309,0.55,"Rice, brown, with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, fat added in cooking"
9333,58161409,404,0.091,"Rice, brown, with vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce, fat added in cooking"
9334,58161420,309,0.61,"Rice, brown, with corn, NS as to fat added in cooking"
9335,58161420,404,0.093,"Rice, brown, with corn, NS as to fat added in cooking"
9336,58161422,309,0.62,"Rice, brown, with corn, fat not added in cooking"
9337,58161422,404,0.095,"Rice, brown, with corn, fat not added in cooking"
9338,58161424,309,0.61,"Rice, brown, with corn, fat added in cooking"
9339,58161424,404,0.093,"Rice, brown, with corn, fat added in cooking"
9340,58161430,309,0.62,"Rice, brown, with peas, NS as to fat added in cooking"
9341,58161430,404,0.132,"Rice, brown, with peas, NS as to fat added in cooking"
9342,58161432,309,0.64,"Rice, brown, with peas, fat not added in cooking"
9343,58161432,404,0.135,"Rice, brown, with peas, fat not added in cooking"
9344,58161434,309,0.62,"Rice, brown, with peas, fat added in cooking"
9345,58161434,404,0.132,"Rice, brown, with peas, fat added in cooking"
9346,58161440,309,0.57,"Rice, brown, with peas and carrots, NS as to fat added in cooking"
9347,58161440,404,0.12,"Rice, brown, with peas and carrots, NS as to fat added in cooking"
9348,58161442,309,0.59,"Rice, brown, with peas and carrots, fat not added in cooking"
9349,58161442,404,0.123,"Rice, brown, with peas and carrots, fat not added in cooking"
9350,58161444,309,0.57,"Rice, brown, with peas and carrots, fat added in cooking"
9351,58161444,404,0.12,"Rice, brown, with peas and carrots, fat added in cooking"
9352,58161450,309,0.48,"Rice, brown, with tomatoes, NS as to fat added in cooking"
9353,58161450,404,0.077,"Rice, brown, with tomatoes, NS as to fat added in cooking"
9354,58161452,309,0.48,"Rice, brown, with tomatoes, fat not added in cooking"
9355,58161452,404,0.078,"Rice, brown, with tomatoes, fat not added in cooking"
9356,58161454,309,0.48,"Rice, brown, with tomatoes, fat added in cooking"
9357,58161454,404,0.077,"Rice, brown, with tomatoes, fat added in cooking"
9358,58161510,309,0.34,Grape leaves stuffed with rice
9359,58161510,404,0.066,Grape leaves stuffed with rice
9360,58161710,309,0.53,Rice croquette
9361,58161710,404,0.115,Rice croquette
9362,58162090,309,1.91,"Stuffed pepper, with meat"
9363,58162090,404,0.054,"Stuffed pepper, with meat"
9364,58162110,309,1.38,"Stuffed pepper, with rice and meat"
9365,58162110,404,0.07,"Stuffed pepper, with rice and meat"
9366,58162120,309,0.55,"Stuffed pepper, with rice, meatless"
9367,58162120,404,0.085,"Stuffed pepper, with rice, meatless"
9368,58162130,309,1.08,"Stuffed tomato, with rice and meat"
9369,58162130,404,0.068,"Stuffed tomato, with rice and meat"
9370,58162140,309,0.29,"Stuffed tomato, with rice, meatless"
9371,58162140,404,0.079,"Stuffed tomato, with rice, meatless"
9372,58162310,309,0.36,Rice pilaf
9373,58162310,404,0.127,Rice pilaf
9374,58163110,309,0.62,Rice with gravy
9375,58163110,404,0.127,Rice with gravy
9376,58163130,309,0.74,Dirty rice
9377,58163130,404,0.126,Dirty rice
9378,58163210,309,0.47,"Rice, creamed"
9379,58163210,404,0.131,"Rice, creamed"
9380,58163310,309,0.3,Flavored rice mixture
9381,58163310,404,0.111,Flavored rice mixture
9382,58163330,309,0.26,Flavored rice mixture with cheese
9383,58163330,404,0.072,Flavored rice mixture with cheese
9384,58163360,309,0.98,"Flavored rice, brown and wild"
9385,58163360,404,0.055,"Flavored rice, brown and wild"
9386,58163380,309,0.33,Flavored rice and pasta mixture
9387,58163380,404,0.129,Flavored rice and pasta mixture
9388,58163400,309,0.32,"Flavored rice and pasta mixture, reduced sodium"
9389,58163400,404,0.129,"Flavored rice and pasta mixture, reduced sodium"
9390,58163410,309,0.4,Spanish rice
9391,58163410,404,0.1,Spanish rice
9392,58163450,309,2.21,Spanish rice with ground beef
9393,58163450,404,0.071,Spanish rice with ground beef
9394,58163510,309,0.27,Rice dressing
9395,58163510,404,0.12,Rice dressing
9396,58163610,309,0.31,Rice-vegetable medley
9397,58163610,404,0.12,Rice-vegetable medley
9398,58164110,309,0.44,Rice with raisins
9399,58164110,404,0.151,Rice with raisins
9400,58164210,309,0.26,Rice dessert or salad with fruit
9401,58164210,404,0.084,Rice dessert or salad with fruit
9402,58175110,309,0.3,Tabbouleh (bulgar with tomatoes and parsley)
9403,58175110,404,0.042,Tabbouleh (bulgar with tomatoes and parsley)
9404,58200100,309,0.87,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and rice"
9405,58200100,404,0.145,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and rice"
9406,58200200,309,0.44,"Wrap sandwich, filled with vegetables and rice"
9407,58200200,404,0.142,"Wrap sandwich, filled with vegetables and rice"
9408,58200250,309,0.31,"Wrap sandwich, filled with vegetables"
9409,58200250,404,0.126,"Wrap sandwich, filled with vegetables"
9410,58200300,309,0.92,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, rice, and cheese"
9411,58200300,404,0.15,"Wrap sandwich, filled with meat, poultry, or fish, vegetables, rice, and cheese"
9412,58301020,309,0.64,Lasagna with cheese and sauce (diet frozen meal)
9413,58301020,404,0.098,Lasagna with cheese and sauce (diet frozen meal)
9414,58301030,309,0.8,Veal lasagna (diet frozen meal)
9415,58301030,404,0.041,Veal lasagna (diet frozen meal)
9416,58301050,309,1.25,Lasagna with cheese and meat sauce (diet frozen meal)
9417,58301050,404,0.084,Lasagna with cheese and meat sauce (diet frozen meal)
9418,58301080,309,0.68,"Lasagna with cheese and meat sauce, reduced fat and sodium (diet frozen meal)"
9419,58301080,404,0.106,"Lasagna with cheese and meat sauce, reduced fat and sodium (diet frozen meal)"
9420,58301110,309,0.63,Vegetable lasagna (frozen meal)
9421,58301110,404,0.109,Vegetable lasagna (frozen meal)
9422,58301150,309,0.74,Zucchini lasagna (diet frozen meal)
9423,58301150,404,0.091,Zucchini lasagna (diet frozen meal)
9424,58302000,309,0.67,Macaroni and cheese (diet frozen meal)
9425,58302000,404,0.113,Macaroni and cheese (diet frozen meal)
9426,58302030,309,0.99,"Macaroni with veal, cheese, and sauce (diet frozen meal)"
9427,58302030,404,0.1,"Macaroni with veal, cheese, and sauce (diet frozen meal)"
9428,58302050,309,1.67,Beef and noodles with meat sauce and cheese (diet frozen meal)
9429,58302050,404,0.105,Beef and noodles with meat sauce and cheese (diet frozen meal)
9430,58302060,309,0.51,"Spaghetti or noodles with beef in tomato-based sauce, lowfat, reduced sodium (diet frozen meal)"
9431,58302060,404,0.119,"Spaghetti or noodles with beef in tomato-based sauce, lowfat, reduced sodium (diet frozen meal)"
9432,58302080,309,0.57,Noodles with vegetables in tomato-based sauce (diet frozen meal)
9433,58302080,404,0.039,Noodles with vegetables in tomato-based sauce (diet frozen meal)
9434,58303100,309,0.61,"Rice, with broccoli, cheese sauce (frozen side dish)"
9435,58303100,404,0.108,"Rice, with broccoli, cheese sauce (frozen side dish)"
9436,58303200,309,0.44,"Rice, with green beans, water chestnuts, in sherry mushroom sauce (frozen side dish)"
9437,58303200,404,0.092,"Rice, with green beans, water chestnuts, in sherry mushroom sauce (frozen side dish)"
9438,58304010,309,0.93,"Spaghetti and meatballs dinner, NFS (frozen meal)"
9439,58304010,404,0.133,"Spaghetti and meatballs dinner, NFS (frozen meal)"
9440,58304020,309,1.34,"Spaghetti and meatballs with tomato sauce, sliced apples, bread (frozen meal)"
9441,58304020,404,0.134,"Spaghetti and meatballs with tomato sauce, sliced apples, bread (frozen meal)"
9442,58304050,309,1.09,Spaghetti with meat and mushroom sauce (diet frozen meal)
9443,58304050,404,0.132,Spaghetti with meat and mushroom sauce (diet frozen meal)
9444,58304060,309,0.51,Spaghetti with meat sauce (diet frozen meal)
9445,58304060,404,0.116,Spaghetti with meat sauce (diet frozen meal)
9446,58304200,309,0.75,"Ravioli, cheese-filled, with tomato sauce (diet frozen meal)"
9447,58304200,404,0.079,"Ravioli, cheese-filled, with tomato sauce (diet frozen meal)"
9448,58304220,309,1.15,Rigatoni with meat sauce and cheese (diet frozen meal)
9449,58304220,404,0.068,Rigatoni with meat sauce and cheese (diet frozen meal)
9450,58304230,309,0.32,"Ravioli, cheese-filled, with vegetable and fruit (frozen meal)"
9451,58304230,404,0.061,"Ravioli, cheese-filled, with vegetable and fruit (frozen meal)"
9452,58304250,309,0.85,"Manicotti, cheese-filled, with tomato sauce (diet frozen meal)"
9453,58304250,404,0.088,"Manicotti, cheese-filled, with tomato sauce (diet frozen meal)"
9454,58304300,309,0.67,"Cannelloni, cheese-filled, with tomato sauce (diet frozen meal)"
9455,58304300,404,0.07,"Cannelloni, cheese-filled, with tomato sauce (diet frozen meal)"
9456,58304400,309,0.58,Linguini with vegetables and seafood in white wine sauce (diet frozen meal)
9457,58304400,404,0.093,Linguini with vegetables and seafood in white wine sauce (diet frozen meal)
9458,58305010,309,1.64,"Mosticolli with meatballs, sauce, bread (frozen meal)"
9459,58305010,404,0.108,"Mosticolli with meatballs, sauce, bread (frozen meal)"
9460,58305250,309,0.69,Pasta with vegetable and cheese sauce (diet frozen meal)
9461,58305250,404,0.162,Pasta with vegetable and cheese sauce (diet frozen meal)
9462,58306010,309,0.82,"Beef enchilada dinner, NFS (frozen meal)"
9463,58306010,404,0.104,"Beef enchilada dinner, NFS (frozen meal)"
9464,58306020,309,0.82,"Beef enchilada, chili gravy, rice, refried beans (frozen meal)"
9465,58306020,404,0.104,"Beef enchilada, chili gravy, rice, refried beans (frozen meal)"
9466,58306070,309,1.11,Cheese enchilada (frozen meal)
9467,58306070,404,0.077,Cheese enchilada (frozen meal)
